location,id_str,date,preprocessed_text,predicted_emotion,anger,fear,joy,sadness
de,"tag:search.twitter.com,2005:1658631973810651136",5/17/2023,"Centros de Procesamiento fronterizos en Texas colapsan por migrantes.
En el Centro de Procesamiento de la Patrulla… https://t.co/dkfAPtRdau",sadness,0.9245052337646484,0.002475842135027051,0.001531987451016903,0.9706273674964905
de,"tag:search.twitter.com,2005:1658681040028803072",5/17/2023,"RT @LoeraKoke: Esta chiquita... y bonita ☺️😏

No es la gran cosa, pero me gusta mucho 😂😂😂😝 bien seguro de lo que tengo...

https://t.co/uiu…",joy,0.1800898164510727,0.001024338067509234,0.9892103672027588,0.000926509324926883
de,"tag:search.twitter.com,2005:1658625545632985088",5/17/2023,"Dios mío pero en la casa de mami como que se olvidan que yo existo, aquí nunca me guardan comida 🫠🫠🫠",anger,0.9955865144729614,0.0003035091212950647,0.004601879511028528,0.0015294700860977173
de,"tag:search.twitter.com,2005:1658687425873612800",5/17/2023,"RT @Gisell_g16: Matis hablando de los puñitos, y que a  Josué siempre se le olvidaba jajaja 

MATI ERES PODER",others,0.0344315841794014,0.0002651102258823812,0.5533126592636108,0.0003013164969161153
de,"tag:search.twitter.com,2005:1658661761325694977",5/17/2023,"RT @MariaFdaCabal: Preguntas. ¿A título de qué o en funciones designadas por quién, Yerney Pinillo Ocoró, fue al África en la comitiva que…",others,0.29493385553359985,0.001542821992188692,0.16258804500102997,0.011206232011318207
de,"tag:search.twitter.com,2005:1658684652163563526",5/17/2023,"RT @Trafico_Puebla: 🚧 Tráfico pesado en Avenida Osa Mayor, esquina con Bulevar del Niño Poblano zona de Angelópolis, evite la zona 

#Repor…",others,0.7286430597305298,0.0006497393478639424,0.0033151123207062483,0.27524465322494507
de,"tag:search.twitter.com,2005:1658633084445548545",5/17/2023,RT @FgShakita: ¡MOMENTO ÉPICO! Tohá SE JACTÓ de su gestión y Longton sacó un GRÁFICO pa... https://t.co/trE1dEz4pe vía @YouTube,joy,0.03160644322633743,0.00033822309342212975,0.993990421295166,0.0003848498745355755
de,"tag:search.twitter.com,2005:1658668447494991872",5/17/2023,RT @cristiannmillo: Atentos: A partir de la medianoche aumentan las naftas y el gasoil un 4%.,others,0.030139993876218796,0.0015157575253397226,0.0023176739923655987,0.44519293308258057
de,"tag:search.twitter.com,2005:1658658038901776385",5/17/2023,"RT @jldebeaumont: Con ustedes, el arma de destrucción masiva y limpieza étnica de Republicanos! 
#LaUltraDereshaaaaaa https://t.co/CGqbScEy…",others,0.006332515273243189,0.0005200818413868546,0.015578812919557095,0.00080682901898399
de,"tag:search.twitter.com,2005:1658645110362349569",5/17/2023,"Guardianes de la Galaxia 3 esta buenísima, a mi me gusto mucho. https://t.co/eLD3kuqceN",joy,0.0028211770113557577,0.0022355832625180483,0.9967448711395264,0.00019220441754441708
de,"tag:search.twitter.com,2005:1658652348078608384",5/17/2023,"RT @Iluvgijk: que romance ni que lover era, yo solo quiero ir a un concierto de yoongi",others,0.023327352479100227,0.0004334236145950854,0.01796797662973404,0.08794248849153519
de,"tag:search.twitter.com,2005:1658678442089656323",5/17/2023,"RT @Mike_Oviedo: Con un mensaje fuerte y contundente, @lopezobrador_ responsabiliza a @ClaudioXGG de la represión a maestros: “Él era el lí…",others,0.5411033630371094,0.0004885775852017105,0.07783474028110504,0.005191872362047434
de,"tag:search.twitter.com,2005:1658678488230920194",5/17/2023,"RT @chihuahuampio: ¡Es importante decir lo que sientes! 🫶🏻
Nos comprometemos a trabajar por la salud de todas las familias de #ChihuahuaCap…",joy,0.0013249643379822373,0.00039510559872724116,0.9745681285858154,0.0021162612829357386
de,"tag:search.twitter.com,2005:1658629224863879172",5/17/2023,"Posta venia re abajo la vibe y hoy con la entrada de tan bionica ya estoy super, safo de terapia un mes más, ¿no? ¿que dicen?",anger,0.963905930519104,0.00044975397759117186,0.20191220939159393,0.00020507101726252586
de,"tag:search.twitter.com,2005:1658624274309980174",5/17/2023,RT @RaulCmdteKm104: #16May Pensamiento del Libertador Simón Bolívar 🇻🇪📃 https://t.co/OLeZ8RTS7L,others,0.005393553990870714,0.00029407403781078756,0.10340616106987,0.3907907009124756
de,"tag:search.twitter.com,2005:1658647012475117568",5/17/2023,"RT @infodemiaMex: ❌🌋Falso video de explosión del volcán #Popocatépetl

✔El video que circula en redes sociales corresponde a la erupción de…",others,0.4997332692146301,0.0025591757148504257,0.00618990371003747,0.017142916098237038
de,"tag:search.twitter.com,2005:1658635839713206274",5/17/2023,el padre solo defendio a su hija  adolescente de 16 años de una mujer adulta que le hacia bullying y se reia de ell… https://t.co/G1j8Qcdx3N,anger,0.9583548307418823,0.0010975102195516229,0.04556860029697418,0.023181306198239326
de,"tag:search.twitter.com,2005:1658679403008888834",5/17/2023,"@SarinMx @Monicao2712 Sí lo creo, mi reacción va por el lado de lo inaudito",anger,0.9489956498146057,0.0008526929887011647,0.262225866317749,0.0001848333777161315
de,"tag:search.twitter.com,2005:1658687187641311232",5/17/2023,RT @luisangelsas: La @PDHgt impuso una censura a los defensores de la Procuraduría que antes denunciaban los atropellos del sistema. Muchos…,others,0.007174385245889425,0.0003871323715429753,0.1750902682542801,0.0009358627139590681
de,"tag:search.twitter.com,2005:1658668346794029058",5/17/2023,"RT @CbitApure: Tutor@s del Cbit Teresa Hurtado Mpio. Achaguas del Edo.#Apure, hoy #16May📸|| Con Alegría efectuarón Actividad Pedagógica ""➗…",others,0.011549616232514381,0.00040895299753174186,0.2237677276134491,0.696784257888794
de,"tag:search.twitter.com,2005:1658675069852213249",5/17/2023,"La apelación a una idea de algo natural desde la teleología es confundir escolástica con las ciencias naturales, y… https://t.co/XcmDbkadpe",anger,0.9848849773406982,0.0011161541333422065,0.020591622218489647,0.5787385702133179
de,"tag:search.twitter.com,2005:1658650563376979968",5/17/2023,"RT @EcuadorPlay: 🗣 El Periodista, Martín Pallares, asegura que existen supuestos ofrecimientos de cargos en empresas públicas por parte del…",others,0.81642746925354,0.0006839206907898188,0.01191521342843771,0.004030410200357437
de,"tag:search.twitter.com,2005:1658626436066844675",5/17/2023,"RT @noticierovv: #Salud |  Identifican la capacidad antitumoral de un pigmento frente al cáncer de mama

Amplía la información aquí: https:…",others,0.183787539601326,0.0005675741704180837,0.4979838728904724,0.059824470430612564
de,"tag:search.twitter.com,2005:1658630506655653888",5/17/2023,RT @camilaemiliasv: El embajador de Israel en Chile llega a exponer a la comisión de defensa para cooperación en proyecto espacial entre lo…,joy,0.03046165406703949,0.0005355558823794127,0.9609499573707581,0.000292660464765504
de,"tag:search.twitter.com,2005:1658675225872019456",5/17/2023,RT @tomtwets: el verdadero cierre de ciclos https://t.co/hWP4eyFOVW,others,0.2864546775817871,0.0003348156460560858,0.0037330451887100935,0.03281667083501816
de,"tag:search.twitter.com,2005:1658656074277240832",5/17/2023,"RT @joseleonpower: Gracias por los más de 500 seguidores
Bueno ahora lo que importa más de la hermosa pareja Lumity
#TheOwlHouse #lumity ht…",joy,0.002483061049133539,0.00036696510505862534,0.9885545372962952,0.0002934620715677738
de,"tag:search.twitter.com,2005:1658682522711265280",5/17/2023,El fin de semana me atropello https://t.co/cgN1MKP40P,others,0.6749697327613831,0.0008013528422452509,0.0034406648483127356,0.0002899595128837973
de,"tag:search.twitter.com,2005:1658639040776744960",5/17/2023,"RT @DisneyStudiosLA: La nueva película de #LaSirenita llega para formar parte de nuestro mundo. Disfrútala desde el 25 de mayo, solo en cin…",joy,0.017771538347005844,0.00023255487030837685,0.994519054889679,0.018213210627436638
de,"tag:search.twitter.com,2005:1658625331698483200",5/17/2023,"RT @DallasMavsLATAM: Pero callate Wojnarowski, basta de análisis de este spoileador serial, genocida de la diversión. Que empiecen a salir…",anger,0.9986636638641357,0.00036771659506484866,0.0010061468929052353,0.0001859338954091072
de,"tag:search.twitter.com,2005:1658627355055718405",5/17/2023,RT @_RoqueCastro: Sabía demasiado y no convenía que respirara... Cuidense porque la tiranía del colombiano Maduro no juega carritos. Murió…,anger,0.9620330929756165,0.0005338696646504104,0.0021310748998075724,0.001325975521467626
de,"tag:search.twitter.com,2005:1658658218413809664",5/17/2023,"RT @laminuta: Giovanna Gasparello, investigadora del
@INAHmx, analiza para la revista #ElTopil los dos proyectos emblemáticos del actual go…",others,0.01881510205566883,0.00045851810136809945,0.2508653700351715,0.008068819530308247
de,"tag:search.twitter.com,2005:1658668567011766275",5/17/2023,"RT @YenlyAlvarez1: Ayudar al que lo necesita no sólo es parte del deber, sino de la felicidad
#CubaPorLaVida 
#DistritoEsSalud 
@cubacooper…",joy,0.009983754716813564,0.000285635789623484,0.9706465601921082,0.1164582148194313
de,"tag:search.twitter.com,2005:1658639330603139073",5/17/2023,RT @radio_pichincha: 🔴#ATENCIÓN | Amenazas de muerte impidieron comparecencia de Estupiñán en juicio político contra el primer mandatario.…,others,0.01942494325339794,0.00070824014255777,0.014163056388497353,0.5678154230117798
Fernando,"tag:search.twitter.com,2005:1658641653408645122",5/17/2023,"RT @DanielGranjaEc: ¿#ElGranPadrino fue un informe filtrado por la Embajada Americana?

¿Estos datos llegaron a dos fuentes: Fernando Villa…",others,0.17613846063613892,0.0006416184478439391,0.02862977422773838,0.00047074383473955095
de,"tag:search.twitter.com,2005:1658680974618640386",5/17/2023,"@Analitica Ahí están las muestras del supuesto crecimiento económico que pregonaba @NicolasMaduro y sus acólitos, e… https://t.co/QChto3BqsA",others,0.30271604657173157,0.0009197241743095219,0.05764207988977432,0.002592954086139798
de,"tag:search.twitter.com,2005:1658657497421434880",5/17/2023,@TraductorTeAma Viejos debates de este boludo con J. R. Rallo me hicieron conocer el liberalismo.,anger,0.9981297850608826,0.00029191229259595275,0.01587628200650215,0.0027098029386252165
de,"tag:search.twitter.com,2005:1658636681514295299",5/17/2023,"RT @1QueCuenta: @petrogustavo OTRO ENGAÑO DE LA IZQUIERDA 
A pesar de los supuestos generosos ""descuentos"" de Ara Éxito y Olimpica, revelan…",anger,0.9932646751403809,0.00034694469650276005,0.11991417407989502,0.0015672215959057212
de,"tag:search.twitter.com,2005:1658646731058479104",5/17/2023,"RT @NTRbab: Ah~ ¿Que pasa cariño? ¿Por qué sigues aquí?
Puedes irte después de enviar las cosas... 
me gustaría que me dieras privacidad, G…",anger,0.9620816111564636,0.0038235753308981657,0.010428189300000668,0.0032946811988949776
de,"tag:search.twitter.com,2005:1658642512829902848",5/17/2023,llevo media hora tratando de analizar la situación,others,0.5173878073692322,0.10464809834957123,0.010828935541212559,0.014491010457277298
de,"tag:search.twitter.com,2005:1658689506663616515",5/17/2023,dizque uno solo duerme de noche jm,others,0.45759737491607666,0.0007174928323365748,0.001980243716388941,0.44198334217071533
de,"tag:search.twitter.com,2005:1658654101285089280",5/17/2023,Me veo mejor después de cagar a las 3am que bombeado en el gym,anger,0.9954259991645813,0.0027229865081608295,0.001482711173593998,0.00034154762397520244
de,"tag:search.twitter.com,2005:1658632403722665985",5/17/2023,"RT @fgcabezadevaca: Ya basta de mentiras, engaños y simulaciones, asuman su responsabilidad, la violencia en el país no es producto de la c…",anger,0.9983918070793152,0.0012813726207241416,0.0024998649023473263,0.0019119203789159656
de,"tag:search.twitter.com,2005:1658673533927452672",5/17/2023,RT @CanalCaribeCuba: La Empresa @AicaLaboratorio de #Cuba reactivó la producción de algunos fármacos pese a la compleja situación que atrav…,anger,0.928230881690979,0.0004006351518910378,0.03376883640885353,0.020405873656272888
de,"tag:search.twitter.com,2005:1658636608940244993",5/17/2023,"RT @idhuca: #EditorialIdhuca | ""La justicia no solo no es efectiva, sino que es inexistente (...). No hay ningún tipo de protección, ni gar…",anger,0.9695022106170654,0.0006896105478517711,0.013920648954808712,0.004706270061433315
de,"tag:search.twitter.com,2005:1658631981343580160",5/17/2023,"RT @VTVcanal8: #EnVideo📹| Habitantes de Caracas se benefician con la plataforma VenApp y el 1x10 del Buen Gobierno

#LeerDescoloniza

https…",joy,0.01045104581862688,0.0008196266717277467,0.8762852549552917,0.000399592739995569
de,"tag:search.twitter.com,2005:1658633461530529792",5/17/2023,"RT @JLozanoA: ⚠️ Total que el General si tiene quien le escriture. Qué pinche vergüenza. Y, en palacio, silencio sepulcral. Punta de corrup…",anger,0.9230967164039612,0.0007157148793339729,0.004282974172383547,0.002896410645917058
de,"tag:search.twitter.com,2005:1658623670334398466",5/17/2023,RT @AngelSC__: @LocoXBoca3 Sabes como le descoloco la mandíbula de una patada,anger,0.930602490901947,0.00024047245096880943,0.004281055647879839,0.005568268708884716
de,"tag:search.twitter.com,2005:1658660407815315456",5/17/2023,"RT @angiesmileempty: Juega conmigo, Nagi!

Mikage Reo una chica particular que formará su equipo de fútbol y sueña con un día ser la mujer…",joy,0.03892582282423973,0.0004503876843955368,0.9145678281784058,0.012381643988192081
de,"tag:search.twitter.com,2005:1658689719746859010",5/17/2023,"RT @AntonioM646: La pequeña Isla de Malta, en el Mar Mediterráneo, imprimirá los Pesos argentinos…

El Peso Argentino es una de las Monedas…",others,0.0036537139676511288,0.0005512690404430032,0.5063676238059998,0.1354525089263916
de,"tag:search.twitter.com,2005:1658637844590518273",5/17/2023,"estaba jodiendo a mi novia con algo, y empecé a cantar calamaro, y me trató de esquizo",anger,0.8916234970092773,0.001023974153213203,0.003995419479906559,0.028691409155726433
de,"tag:search.twitter.com,2005:1658660327716691968",5/17/2023,"RT @fabriziofiatti: ❌Más agentes mejor capacitados. La AIC, encargada de investigar los hechos, tiene en Rosario 36 agentes cada 100 mil ha…",others,0.17007502913475037,0.0009709996520541608,0.1953890025615692,0.005230709444731474
de,"tag:search.twitter.com,2005:1658674070769082369",5/17/2023,"Ya estaba acostada cuasi dormida. Me dio hambre me levanté y me acabo de comer una hamburguesa.
Sabes quién se duerme hoy? Tu vieja en tanga",others,0.1271706521511078,0.00042485646554268897,0.005160455126315355,0.002385511063039303
de,"tag:search.twitter.com,2005:1658641135424684033",5/17/2023,"RT @Ben_escrito: Este es el mayor código de trucos de productividad para estudiantes en este momento.

Puedes convertir cualquier PDF en un…",others,0.01663324236869812,0.0007385752978734672,0.804833710193634,0.0016331342048943043
de,"tag:search.twitter.com,2005:1658667401406300160",5/17/2023,"RT @chartrehouse: Parece que no, pero al tener que desprenderme de mi hábito, me queda que soltar alguna lágrima.
Ya tengo en la celda el l…",others,0.1525895744562149,0.000812395301181823,0.027499113231897354,0.5607959032058716
de,"tag:search.twitter.com,2005:1658678706334826503",5/17/2023,RT @Congreso_HND: Comisión Especial del CN continúa socialización de Ley de Justicia Tributaria con el COHEP https://t.co/r0LRwCtQ3w,others,0.23472163081169128,0.00037168702692724764,0.02309866063296795,0.010270181111991405
de,"tag:search.twitter.com,2005:1658641263783030787",5/17/2023,RT @ArianyelisRodr3: Mi parte favorita del día es cuando las nubes se ponen rositas en el atardecer &lt;3&lt;3&lt;3,others,0.19734330475330353,0.0004820911563001573,0.5320718288421631,0.4991566836833954
de,"tag:search.twitter.com,2005:1658623778136489984",5/17/2023,RT @MartaTragos___: No es capaz de luchar contra la obesidad... https://t.co/ccdilybf0A,sadness,0.9597243666648865,0.0003563689533621073,0.0016426420770585537,0.9882735013961792
de,"tag:search.twitter.com,2005:1658663094271320064",5/17/2023,"@loganacces228 @BlackieBabe14 Fan de dalas y defensor de auron, parece que la vida si castiga dos veces https://t.co/irnrkwzLgp",anger,0.952381432056427,0.00038059664075262845,0.012646770104765892,0.0009333533816970885
de,"tag:search.twitter.com,2005:1658655227455700997",5/17/2023,"RT @adiarionic: #Viral| #WhatsApp📱permitirá tener conversaciones “más privadas”🔒👀 con su nueva actualización.

Una de las aplicaciones más…",others,0.017717866227030754,0.00031868729274719954,0.8384256362915039,0.04128950834274292
de,"tag:search.twitter.com,2005:1658669001122226176",5/17/2023,"RT @StratCons: A ver: @Birmex solo fue importante en la producción local de vacunas en los años 60, 70 y 80. 
La llegada de las tecnologías…",others,0.041877202689647675,0.00039774036849848926,0.4255979657173157,0.006875310093164444
de,"tag:search.twitter.com,2005:1658633540362285058",5/17/2023,"RT @spe_hn: 🔴 Hoy se llevó a cabo un encuentro entre las autoridades de la @spe_hn y el embajador Fernándo Huanacuni Mamani, ex canciller d…",joy,0.013705994002521038,0.00046062981709837914,0.9545229077339172,0.39271169900894165
de,"tag:search.twitter.com,2005:1658645627100594176",5/17/2023,"RT @GARCIPAVON: Hoy también, continúa la manifestación de los maestros afuera del Palacio Nacional, “resguardado por granaderos” 🤦🏼‍♀️🤦🏼‍♀️…",others,0.0711202621459961,0.000340590049745515,0.032348763197660446,0.27182042598724365
de,"tag:search.twitter.com,2005:1658678718083092480",5/17/2023,q horrible por favor me da dolor de ojos,sadness,0.05671560391783714,0.0017052426701411605,0.005285704508423805,0.9845327734947205
de,"tag:search.twitter.com,2005:1658625020925743105",5/17/2023,@RicardoBSalinas Ya no se armó lo de la compra de Banamex ?,anger,0.9982251524925232,0.001098792301490903,0.015739377588033676,0.00016802224854473025
de,"tag:search.twitter.com,2005:1658674999815729152",5/17/2023,¡Oficial! Se agotan los boletos para los conciertos de Luis Miguel en México https://t.co/vjPcJ4q9RH #Showbiz,others,0.004736470524221659,0.0005589945940300822,0.836804211139679,0.0005648445221595466
de,"tag:search.twitter.com,2005:1658645038232903680",5/17/2023,"RT @joeltoscannoo: en boca de una dolida, todos quedamos mal",sadness,0.27010852098464966,0.00023856443294789642,0.0014047118602320552,0.9813117384910583
de,"tag:search.twitter.com,2005:1658671623803662338",5/17/2023,"Yo creo que van a añadir las temporadas 4 y 5 (por lo menos la mitad de esta) y los especiales de New York y China,… https://t.co/u7IiteYEz2",others,0.04094468429684639,0.685917317867279,0.012567657977342606,0.00037148440605960786
de,"tag:search.twitter.com,2005:1658667037755940869",5/17/2023,Adivinen a quien pendejo van a tener que operar del pie.😔,anger,0.9600945115089417,0.001362878130748868,0.0028695371001958847,0.0004410777473822236
de,"tag:search.twitter.com,2005:1658689772574101507",5/17/2023,"Presentaremos la parte de programa que tiene que ver con Justicia Social.
Hablaremos de sostenibilidad, medio ambie… https://t.co/UHCKFbTVTj",joy,0.00952187366783619,0.0011114076478406787,0.9875900745391846,0.00033262837678194046
de,"tag:search.twitter.com,2005:1658643534134534146",5/17/2023,Después de ganar su #PremiosGardel Trueno fue a la calle a seguir cuidando los autos.,joy,0.07169116288423538,0.000503586488775909,0.9944307208061218,0.05634313449263573
de,"tag:search.twitter.com,2005:1658628893086187520",5/17/2023,"@Velezonline Que vuelva el Pepe Basualdo también. Dale viejo, déjense de joder.",anger,0.9980894923210144,0.0002758368500508368,0.000685541657730937,0.0002015567006310448
de,"tag:search.twitter.com,2005:1658625288094269443",5/17/2023,RT @ffairyana_: odio ser gorda porq siento q no tengo derecho a gustar de nadie yo solo quiero ser flaca y bonita y parecer delicada https:…,others,0.1679181307554245,0.00030710824648849666,0.026977596804499626,0.006609573028981686
de,"tag:search.twitter.com,2005:1658652539301003264",5/17/2023,RT @andres_paramio: En defensa de los cuarteles de Loyola con nuestro eurodiputado Jorge Buxade https://t.co/0E8wONPZLH,others,0.008388985879719257,0.0004016454331576824,0.7918374538421631,0.0027574810665100813
de,"tag:search.twitter.com,2005:1658635761275617281",5/17/2023,@Alexandraros01 @LeddyssC Ahí están los vídeos esposado con un grupo de basurita.,others,0.21398454904556274,0.0003264009137637913,0.004286506213247776,0.4505902826786041
de,"tag:search.twitter.com,2005:1658660941779595264",5/17/2023,"RT @cbdfarc: #EnFotos 📷 Excombatientes firmantes del Acuerdo de Paz de Arauca, nos reunimos para junto a la @UBPDcolombia seguir realizando…",joy,0.015464256517589092,0.00033509955392219126,0.8815544843673706,0.05613751336932182
de,"tag:search.twitter.com,2005:1658658470504087552",5/17/2023,"RT @InterferenciaCL: Proponen reformar la Constitución para salvar a las isapres, eximiéndolas de pagar los $1,1 billones que deben a sus a…",anger,0.9650933742523193,0.00032618254772387445,0.010324137285351753,0.002866846276447177
de,"tag:search.twitter.com,2005:1658651471452184582",5/17/2023,"RT @nayaroldan: ⁦@CanalOnceTV⁩, un canal público, ahora también transmite noticias falsas 👇🏽
Falso que parte del ‘plan B’ anulado reducía ‘…",anger,0.9830580353736877,0.0004758089780807495,0.00381883280351758,0.9187808632850647
de,"tag:search.twitter.com,2005:1658653391596183552",5/17/2023,RT @irmoralesl: Gracias a MCCI nos estamos enterando todos los días de escándalos de CORRUPCION de la 4T. La sociedad civil es ahora más im…,others,0.003227539826184511,0.0003711748286150396,0.37335994839668274,0.02465984784066677
de,"tag:search.twitter.com,2005:1658663965877211136",5/17/2023,"@Alejand25959720 @lopezobrador_ Es en serio.
A Obrador lo sigo hace décadas.
Es el Mejor Presidente de todas las ép… https://t.co/b6oaLCeo1o",joy,0.007930255495011806,0.00047824825742281973,0.9893938899040222,0.00022697368694934994
de,"tag:search.twitter.com,2005:1658628289953513475",5/17/2023,"RT @ulises37: 👁 CAMBIO CLIMÁTICO = FAKE NEWS

➡️ La atmósfera se compone en un 0,04% de CO2. De esta pequeñísima parte, el 96,775% lo produ…",others,0.8181145787239075,0.0002925765002146363,0.023752611130475998,0.7934468984603882
de,"tag:search.twitter.com,2005:1658639931663687680",5/17/2023,"RT @PartidoPSUV: ""Todos nosotros debemos seguir fortaleciendo nuestra condición, nuestra calidad de revolucionarios, nuestro compromiso con…",others,0.009098895825445652,0.0005232336116023362,0.2616495192050934,0.07028449326753616
de,"tag:search.twitter.com,2005:1658660045448687618",5/17/2023,Que ganas de una madura 😋,others,0.029305431991815567,0.0007610205211676657,0.012293518520891666,0.0002118027477990836
de,"tag:search.twitter.com,2005:1658642365618290689",5/17/2023,"RT @updatesroier: 📢| Esperemos que con ésto recuerden que hay algo más allá de los ships, cómo un lindo dúo/amistad.

Dejen los ships de fa…",joy,0.06913013756275177,0.0005453153280541301,0.863093376159668,0.06677145510911942
de,"tag:search.twitter.com,2005:1658627840739356672",5/17/2023,"RT @CesarGodoyNi: En cada entreno femenino, las chicas dan todo de sí para adquirir nuevas habilidades, y potenciar todo lo aprendido en la…",joy,0.004522285889834166,0.0003538131422828883,0.9819725155830383,0.0007640597759746015
